timestamp,entrance_amount,exit_amount,temperature,humidity,parking_entrance,parking_exit,parking_actual_vehicle
2023-05-11 23:23:55.550002,40,49,22.139189156290296,46.80655279639273,2,1,403
2023-05-11 23:23:55.550002,44,3,20.16203506891958,69.36798982666949,1,1,432
2023-05-11 23:23:55.550002,48,14,20.072925241257597,55.654189158531985,4,2,456
2023-05-11 23:23:55.550002,37,18,17.994725619139345,33.25671363707471,1,4,156
2023-05-11 23:23:55.550002,15,23,18.733012655142755,45.983374974085756,3,2,345
2023-05-11 23:23:55.550002,13,1,19.863275439104076,54.82468340603178,1,4,461
2023-05-11 23:23:55.550002,36,12,23.133764259150034,46.462698432771354,4,2,82
2023-05-11 23:23:55.550002,26,32,20.46862051731269,35.28656356266253,3,1,55
2023-05-11 23:23:55.550002,6,28,18.94715565424279,39.774062378522856,1,1,384
2023-05-11 23:23:55.550002,49,47,22.865367086990823,36.261254848556725,3,3,163
2023-05-11 23:23:55.550002,16,5,25.840150612522216,57.389929401906166,3,2,99
2023-05-11 23:23:55.550002,38,2,18.76545989025298,38.617646397774365,1,2,52
2023-05-11 23:23:55.550002,19,20,26.069103494883116,50.59686981156848,2,4,288
2023-05-11 23:23:55.550002,12,2,21.842808989727878,36.63597076693391,3,2,28
2023-05-11 23:23:55.550002,5,39,12.492366588917037,49.3190984932302,2,1,95
2023-05-11 23:23:55.550002,35,31,20.501930704487048,53.94518077969296,3,4,70
2023-05-11 23:23:55.550002,4,17,28.062350768967804,67.79519176896584,3,2,495
2023-05-11 23:23:55.550002,47,49,23.44569201133728,62.86332946963163,4,3,51
2023-05-11 23:23:55.550002,22,11,21.258756233440163,50.06712877388128,2,4,320
2023-05-11 23:23:55.550002,28,28,20.180962726422475,44.265344372086346,1,1,387
2023-05-11 23:23:55.550002,33,36,10.983223988453133,62.817799620823735,2,3,55
2023-05-11 23:23:55.550002,7,35,10.803317512011827,74.66126712070837,2,1,295
2023-05-11 23:23:55.550002,11,28,30.764741208023676,43.706172033552576,1,1,229
2023-05-11 23:23:55.550002,6,42,25.70579439716532,43.46538589510499,3,4,314
2023-05-11 23:23:55.550002,20,9,27.47257018852216,57.7729461943083,2,2,110
2023-05-11 23:23:55.550002,19,8,17.31544490363899,58.17127535356418,4,4,36
2023-05-11 23:23:55.550002,1,6,20.30579935750565,47.62505326154406,2,3,215
2023-05-11 23:23:55.550002,42,47,20.57400491463957,35.52754914258589,3,1,57
2023-05-11 23:23:55.550002,31,37,20.97465241640784,73.57321516839811,4,1,175
2023-05-11 23:23:55.550002,9,11,20.62266442304204,48.44084827547565,3,3,108
2023-05-11 23:23:55.550002,41,26,16.80707478503413,53.252741543511185,2,2,200
2023-05-11 23:23:55.550002,35,35,17.532506902225883,29.30328586404247,1,4,45
2023-05-11 23:23:55.550002,32,25,17.624007257281328,43.71104931533695,4,1,129
2023-05-11 23:23:55.550002,22,16,25.986731705507054,32.97361151446435,4,2,178
2023-05-11 23:23:55.550002,18,26,24.466580888853088,43.03793751898375,3,4,174
2023-05-11 23:23:55.550002,18,36,20.410129931784333,50.8265389885673,1,1,391
2023-05-11 23:23:55.550002,35,42,28.00980679538771,53.54813079547154,2,1,313
2023-05-11 23:23:55.550002,23,9,19.144564826339998,50.56721777361649,3,3,10
2023-05-11 23:23:55.550002,25,29,15.281930669004343,39.47224693387696,4,4,486
2023-05-11 23:23:55.550002,28,47,26.636707465423065,44.31876944472643,1,3,145
2023-05-11 23:23:55.550002,16,20,21.664477240902578,63.09556027560286,4,1,106
2023-05-11 23:23:55.550002,26,9,16.89519753193859,52.71183589871617,3,2,342
2023-05-11 23:23:55.550002,30,12,4.2077032318259455,56.36532997269453,4,3,337
2023-05-11 23:23:55.550002,18,45,21.111012757292833,58.98502695631603,1,1,320
2023-05-11 23:23:55.550002,39,1,21.927962796216107,41.943918762602415,3,3,73
2023-05-11 23:23:55.550002,30,9,27.025302534533857,65.00326132426406,2,3,134
2023-05-11 23:23:55.550002,33,12,24.933255334801856,49.385358987718924,4,4,174
2023-05-11 23:23:55.550002,9,4,23.257662247500626,49.7545895740464,4,3,368
2023-05-11 23:23:55.550002,9,5,26.14084480070232,37.12205994400722,1,3,329
2023-05-11 23:23:55.550002,8,48,14.63382919285192,57.09259130304597,1,2,439
2023-05-11 23:23:55.550002,29,49,24.672797327068377,50.19149493798755,1,2,437
2023-05-11 23:23:55.550002,28,29,19.610202665264342,61.852377662454984,2,1,301
2023-05-11 23:23:55.550002,34,27,28.351591121728955,27.234810652461316,2,2,68
2023-05-11 23:23:55.550002,41,3,12.258716394132232,35.85702845152049,4,2,311
2023-05-11 23:23:55.550002,30,9,13.381683888537355,30.883949476025702,2,1,286
2023-05-11 23:23:55.550002,25,11,9.819236695609487,58.83888514349414,3,3,464
2023-05-11 23:23:55.550002,10,34,18.94782939559135,62.384533424835446,4,4,165
2023-05-11 23:23:55.550002,11,15,20.839193279733294,50.901939434115214,3,4,78
2023-05-11 23:23:55.550002,31,1,16.971595810082945,43.918848959786246,4,1,136
2023-05-11 23:23:55.550002,46,18,20.58366649937813,56.38190962318943,2,3,442
2023-05-11 23:23:55.550002,33,30,20.41515677003172,33.364421192316705,3,2,78
2023-05-11 23:23:55.550002,15,6,23.68572565622689,50.35045194148317,3,3,252
2023-05-11 23:23:55.550002,4,11,16.048803844668413,32.57089200503711,3,3,408
2023-05-11 23:23:55.550002,28,22,14.28229132397145,34.03805668905066,1,1,53
2023-05-11 23:23:55.550002,41,5,19.608695177459726,64.42391861060588,4,1,113
2023-05-11 23:23:55.550002,16,42,25.156764293318325,41.18973509322228,3,2,361
2023-05-11 23:23:55.550002,24,20,17.969919557154906,46.98558010542942,1,1,16
2023-05-11 23:23:55.550002,23,41,18.400805977412432,48.06067101864075,2,2,198
2023-05-11 23:23:55.550002,34,19,26.429489668596794,52.055717026556465,1,1,291
2023-05-11 23:23:55.550002,0,37,15.107960432860247,60.533420585495655,2,2,340
2023-05-11 23:23:55.550002,18,29,15.72232544244649,47.243412866679684,3,2,64
2023-05-11 23:23:55.550002,11,19,20.54136931084314,54.15902515778059,3,2,450
2023-05-11 23:23:55.550002,21,22,32.90509687930996,55.23807228227215,2,2,398
2023-05-11 23:23:55.550002,0,3,8.78579925350847,48.83366314177789,3,1,373
2023-05-11 23:23:55.550002,34,16,29.286871335169344,46.3169269968776,1,2,31
2023-05-11 23:23:55.550002,33,22,25.86161349566077,53.46360305797093,3,2,81
2023-05-11 23:23:55.550002,22,21,23.40742724098693,55.82391260977545,2,3,216
2023-05-11 23:23:55.550002,18,49,17.039741183539086,56.634377352836246,2,1,210
2023-05-11 23:23:55.550002,20,10,20.994825611089087,43.74890838910492,4,3,273
2023-05-11 23:23:55.550002,25,38,22.107987146070396,49.072485679124,4,3,221
2023-05-11 23:23:55.550002,21,32,23.323753309045635,56.497329180845846,1,3,435
2023-05-11 23:23:55.550002,35,13,28.61092286482163,51.77697413051692,4,1,474
2023-05-11 23:23:55.550002,36,35,16.55482512479492,59.00719640858617,1,3,333
2023-05-11 23:23:55.550002,11,22,14.860474931030492,49.30898283531297,4,2,28
2023-05-11 23:23:55.550002,5,5,23.540926650237076,56.35811615309866,2,4,408
2023-05-11 23:23:55.550002,2,16,15.949182373661099,65.44811154732845,2,2,397
2023-05-11 23:23:55.550002,4,32,14.098108896312393,57.83146449192873,3,4,439
2023-05-11 23:23:55.550002,0,16,22.548609682599462,46.10940033133102,2,4,5
2023-05-11 23:23:55.550002,10,7,11.45488457609596,39.2357410154751,4,3,176
2023-05-11 23:23:55.550002,40,13,16.18571644315562,35.64780498546567,4,3,15
2023-05-11 23:23:55.550002,27,19,20.456972830686134,48.925784883150094,4,2,19
2023-05-11 23:23:55.550002,36,32,20.09918749758137,40.78567884913761,4,4,27
2023-05-11 23:23:55.550002,28,24,24.82406914342073,27.416977557196148,3,4,96
2023-05-11 23:23:55.550002,46,14,20.517372662874127,48.48783545662928,3,2,268
2023-05-11 23:23:55.550002,5,43,22.10496245258534,42.99878962704509,3,3,341
2023-05-11 23:23:55.550002,20,43,21.634580156988243,31.40895587428349,2,3,265
2023-05-11 23:23:55.550002,31,34,17.572882242017958,60.83022935205147,4,2,169
2023-05-11 23:23:55.550002,4,36,35.7336339234317,53.21679575738868,3,3,170
2023-05-11 23:23:55.550002,12,2,26.331651565231745,59.01286298219924,4,4,95
2023-05-11 23:23:55.550002,49,49,19.271083004520353,47.36695005002553,2,3,69
2023-05-11 23:23:55.550002,24,5,16.75497685657105,48.06941067695559,3,4,102
2023-05-11 23:23:55.550002,21,11,21.395072232412513,48.2608517913523,2,2,197
2023-05-11 23:23:55.550002,34,41,14.235601259336542,52.7395824260257,2,4,322
2023-05-11 23:23:55.550002,25,39,18.005546113057385,59.1550069644054,2,1,457
2023-05-11 23:23:55.550002,12,12,20.572322830540223,57.83470543746102,2,4,55
2023-05-11 23:23:55.550002,5,6,19.025771006959907,59.293763102743526,3,4,442
2023-05-11 23:23:55.550002,27,20,26.17241080374171,63.70378638388756,4,2,377
2023-05-11 23:23:55.550002,27,34,25.493788970966843,39.61896144237105,4,2,271
2023-05-11 23:23:55.550002,31,28,23.58307785682327,49.3119030743247,4,3,235
2023-05-11 23:23:55.550002,47,29,19.43116857108688,61.87846684797615,3,3,174
2023-05-11 23:23:55.550002,40,5,19.79959382249941,41.39701909397771,2,2,187
2023-05-11 23:23:55.550002,41,8,7.8277908940115495,50.595877298347865,3,1,122
2023-05-11 23:23:55.550002,2,3,14.809721427820628,41.893393971439316,2,3,193
2023-05-11 23:23:55.550002,28,6,16.514450441867677,49.587240748878315,2,4,404
2023-05-11 23:23:55.550002,20,8,19.291125291407244,57.27340317338251,4,1,251
2023-05-11 23:23:55.550002,22,14,20.593850546109667,42.56597983890422,4,2,7
2023-05-11 23:23:55.550002,46,18,26.782730322030588,47.78844552628864,2,2,338
2023-05-11 23:23:55.550002,47,18,16.155572093419647,69.51657039801508,2,1,239
2023-05-11 23:23:55.550002,46,5,12.663252257238518,48.135981407427415,4,3,192
2023-05-11 23:23:55.550002,27,15,24.914372813989647,60.96380762160226,2,1,402
2023-05-11 23:23:55.550002,42,27,12.359879208067724,34.56436007854368,3,3,273
2023-05-11 23:23:55.550002,27,26,15.06761029078092,62.28771380584719,4,3,244
2023-05-11 23:23:55.550002,40,1,16.76166700995791,44.44010956165188,3,2,305
2023-05-11 23:23:55.550002,32,7,19.400823424539784,58.364531134570655,2,2,191
2023-05-11 23:23:55.550002,27,33,21.53831790124566,51.15433443078405,3,3,365
2023-05-11 23:23:55.550002,48,38,20.840409183605065,37.84832678703735,2,4,191
2023-05-11 23:23:55.550002,1,9,24.437806220524497,63.54382105512787,2,2,405
2023-05-11 23:23:55.550002,32,17,14.263171035913688,60.8500511098744,2,4,30
2023-05-11 23:23:55.550002,5,37,13.281185121101302,70.03234147277276,2,3,82
2023-05-11 23:23:55.550002,43,21,25.0817151348699,54.310690936863985,2,2,125
2023-05-11 23:23:55.550002,27,11,21.375142567473976,36.20574734009511,1,4,128
2023-05-11 23:23:55.550002,5,48,13.939495785998279,65.69571107875926,4,2,37
2023-05-11 23:23:55.550002,36,35,20.859011168498636,50.07530865561272,3,4,228
2023-05-11 23:23:55.550002,20,27,23.09674278112579,50.43540211639326,4,2,133
2023-05-11 23:23:55.550002,12,47,15.45172729286368,55.78888968629592,4,1,66
2023-05-11 23:23:55.550002,20,28,12.933683425889559,47.84703774013801,2,4,310
2023-05-11 23:23:55.550002,24,25,24.066565251782738,56.66779531379481,1,4,94
2023-05-11 23:23:55.550002,24,28,30.120434088218694,39.22833714754334,3,2,410
2023-05-11 23:23:55.550002,14,17,20.342363350504034,66.43180322668191,1,4,99
2023-05-11 23:23:55.550002,18,20,15.98267297710767,38.82547529819992,3,3,138
2023-05-11 23:23:55.550002,4,11,30.539898657601178,52.268198791462666,1,2,444
2023-05-11 23:23:55.550002,39,33,23.14177564249426,59.32556692055769,2,1,54
2023-05-11 23:23:55.550002,20,8,13.420140158270705,50.70854443922224,1,3,372
2023-05-11 23:23:55.550002,23,41,17.72295479574572,54.198577676528664,3,1,462
2023-05-11 23:23:55.550002,44,46,26.647554610368633,63.18795450953595,1,3,124
2023-05-11 23:23:55.550002,34,13,17.92745853576018,50.06311679821028,2,2,229
2023-05-11 23:23:55.550002,13,6,22.767357808715218,40.91412975956393,1,3,88
2023-05-11 23:23:55.550002,28,32,18.063474899245133,57.79618184637035,2,3,61
2023-05-11 23:23:55.550002,45,27,19.142224408451163,46.21302830060732,4,2,103
2023-05-11 23:23:55.550002,10,45,22.506668009049463,48.96362073558932,2,3,377
2023-05-11 23:23:55.550002,2,39,21.715981879257,48.95843242532114,2,3,294
2023-05-11 23:23:55.550002,9,32,20.742223863426812,65.33951367853147,1,2,144
2023-05-11 23:23:55.550002,49,22,19.457429922731244,44.65329294070138,2,1,348
2023-05-11 23:23:55.550002,22,11,24.04770578404084,52.16446732752328,2,2,48
2023-05-11 23:23:55.550002,29,46,22.62861489255176,55.741319179226416,4,1,390
2023-05-11 23:23:55.550002,24,35,19.394477437605985,49.70630484604968,4,2,437
2023-05-11 23:23:55.550002,34,47,16.396755432683996,37.272274613704276,1,2,124
2023-05-11 23:23:55.550002,13,45,23.159363802866952,54.85928408217844,2,4,282
2023-05-11 23:23:55.550002,45,39,14.246694962523907,42.132428095773,3,1,46
2023-05-11 23:23:55.550002,5,35,20.34907923212652,47.66234913290058,1,4,266
2023-05-11 23:23:55.550002,44,13,19.23799592788261,42.1767596839584,3,1,491
2023-05-11 23:23:55.550002,17,43,19.370653269896316,53.73391911343371,3,4,143
2023-05-11 23:23:55.550002,32,36,13.54891080383428,68.59731596297104,1,4,170
2023-05-11 23:23:55.550002,20,3,18.913071351536914,47.776074521610994,1,3,226
2023-05-11 23:23:55.550002,36,46,16.161760478722165,45.595308615085784,2,3,177
2023-05-11 23:23:55.550002,47,15,25.453542407236817,50.29317727464273,3,2,230
2023-05-11 23:23:55.550002,1,45,21.72235533098328,38.42801642824707,1,3,163
2023-05-11 23:23:55.550002,19,37,21.980531672041575,41.5055455768825,3,2,276
2023-05-11 23:23:55.550002,46,27,20.319441990367093,43.225402103913595,2,3,188
2023-05-11 23:23:55.550002,29,20,17.13941210688519,52.714495695837115,2,4,184
2023-05-11 23:23:55.550002,26,36,25.585185825305278,46.23268783715661,2,3,255
2023-05-11 23:23:55.550002,6,16,15.75065712588327,55.73973699850102,1,4,390
2023-05-11 23:23:55.550002,33,35,4.829657169427616,46.33934733831185,4,4,60
2023-05-11 23:23:55.550002,43,25,30.770619602592355,54.01806949763794,4,4,385
2023-05-11 23:23:55.550002,3,2,19.514177416789455,51.50016555492339,3,2,280
2023-05-11 23:23:55.550002,10,28,21.32093614415972,36.91940278235293,3,3,347
2023-05-11 23:23:55.550002,7,2,20.075730299313353,62.78132757479096,3,4,102
2023-05-11 23:23:55.550002,34,7,19.687525042987698,53.77303995264211,3,1,96
